,address,map_section,map_parcel,parcel_full,PWD_review,DOR_review,address_licdata,unit_type,unit_num,zip,opa_accoun,opa_owner,licensenum,licensetyp,initialiss,mostrecent,expiration,inactiveda,licensesta,legalfirst,legallastn,legalname,legalentit,business_n,business_m,geocode_x,geocode_y,geometry
347135,,047S220033,047S22,0033,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,284824,Motor Vehicle Repair / Retail Mobile Dispensing,2004-12-09,2022-11-18,2023-12-31,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478, 2678860.419134577 225579.35859540626, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103))"
396371,,047S220011,047S22,0011,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,284824,Motor Vehicle Repair / Retail Mobile Dispensing,2004-12-09,2022-11-18,2023-12-31,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679183.8162105395 224792.36166195926, 2679122.3212445066 224721.58455683352, 2679117.1499933004 224747.1376602888, 2679097.9771256945 224818.73070665915, 2679079.982078127 224865.04755189587, 2679054.9102712395 224928.92670124577, 2679028.8069702657 224986.72974602872, 2679002.67414208 225034.6397640131, 2678949.846150941 225122.03068136246, 2678916.5332175996 225169.0486404058, 2678892.9532068395 225197.9245719857, 2678877.66911318 225216.1906148015, 2678856.900121131 225238.344773839, 2678826.9001743207 225271.1137428566, 2678802.438931668 225295.11369899943, 2678778.4389743563 225316.1136605524, 2678743.8980253735 225344.01977734925, 2678781.0669198064 225413.1646669073, 2678803.2132041613 225457.64883930978, 2678803.2200939376 225457.66065034992, 2678804.716154133 225460.66556623013, 2678833.474958926 225522.1565979403, 2678834.4861119147 225524.31276207478, 2678950.0459443876 225474.41062405182, 2679047.466045719 225426.11871889312, 2679211.5500754016 225132.68552473703, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679280.3242357555 224904.5927615367, 2679220.1061703004 224834.5374399595, 2679183.8162105395 224792.36166195926))"
255120,,044S190061,044S19,0061,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,839173,Hot Work,2020-03-05,2022-02-12,2023-03-04,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2678834.4861119147 225524.31276207478, 2678724.383946363 225590.94387272626, 2678704.4528799513 225589.48586958615, 2678638.823074755 225671.64287209502, 2678764.277893939 225944.4278171307, 2678787.4251605645 225996.06880085656, 2678800.500925381 225959.19878888526, 2678792.468131986 225939.78675013455, 2678785.2450484624 225917.04171217215, 2678780.352997511 225895.21465163006, 2678776.8201960335 225874.13070000184, 2678774.4960538223 225852.3426814388, 2678774.2139029605 225819.98676859165, 2678784.5970879514 225759.775919307, 2678799.6780986376 225717.35768902116, 2678804.0780253313 225708.67069693047, 2678808.6111538676 225700.0266837191, 2678832.211177968 225661.67570355872, 2678859.2429542686 225629.67674617103, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478))"
347135,,047S220033,047S22,0033,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,839173,Hot Work,2020-03-05,2022-02-12,2023-03-04,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478, 2678860.419134577 225579.35859540626, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103))"
396371,,047S220011,047S22,0011,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,839173,Hot Work,2020-03-05,2022-02-12,2023-03-04,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679183.8162105395 224792.36166195926, 2679122.3212445066 224721.58455683352, 2679117.1499933004 224747.1376602888, 2679097.9771256945 224818.73070665915, 2679079.982078127 224865.04755189587, 2679054.9102712395 224928.92670124577, 2679028.8069702657 224986.72974602872, 2679002.67414208 225034.6397640131, 2678949.846150941 225122.03068136246, 2678916.5332175996 225169.0486404058, 2678892.9532068395 225197.9245719857, 2678877.66911318 225216.1906148015, 2678856.900121131 225238.344773839, 2678826.9001743207 225271.1137428566, 2678802.438931668 225295.11369899943, 2678778.4389743563 225316.1136605524, 2678743.8980253735 225344.01977734925, 2678781.0669198064 225413.1646669073, 2678803.2132041613 225457.64883930978, 2678803.2200939376 225457.66065034992, 2678804.716154133 225460.66556623013, 2678833.474958926 225522.1565979403, 2678834.4861119147 225524.31276207478, 2678950.0459443876 225474.41062405182, 2679047.466045719 225426.11871889312, 2679211.5500754016 225132.68552473703, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679280.3242357555 224904.5927615367, 2679220.1061703004 224834.5374399595, 2679183.8162105395 224792.36166195926))"
255120,,044S190061,044S19,0061,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,288880,Auto Wrecking / Junk Yard,2004-12-09,2022-11-18,2023-12-31,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2678834.4861119147 225524.31276207478, 2678724.383946363 225590.94387272626, 2678704.4528799513 225589.48586958615, 2678638.823074755 225671.64287209502, 2678764.277893939 225944.4278171307, 2678787.4251605645 225996.06880085656, 2678800.500925381 225959.19878888526, 2678792.468131986 225939.78675013455, 2678785.2450484624 225917.04171217215, 2678780.352997511 225895.21465163006, 2678776.8201960335 225874.13070000184, 2678774.4960538223 225852.3426814388, 2678774.2139029605 225819.98676859165, 2678784.5970879514 225759.775919307, 2678799.6780986376 225717.35768902116, 2678804.0780253313 225708.67069693047, 2678808.6111538676 225700.0266837191, 2678832.211177968 225661.67570355872, 2678859.2429542686 225629.67674617103, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478))"
347135,,047S220033,047S22,0033,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,288880,Auto Wrecking / Junk Yard,2004-12-09,2022-11-18,2023-12-31,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478, 2678860.419134577 225579.35859540626, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103))"
396371,,047S220011,047S22,0011,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,288880,Auto Wrecking / Junk Yard,2004-12-09,2022-11-18,2023-12-31,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679183.8162105395 224792.36166195926, 2679122.3212445066 224721.58455683352, 2679117.1499933004 224747.1376602888, 2679097.9771256945 224818.73070665915, 2679079.982078127 224865.04755189587, 2679054.9102712395 224928.92670124577, 2679028.8069702657 224986.72974602872, 2679002.67414208 225034.6397640131, 2678949.846150941 225122.03068136246, 2678916.5332175996 225169.0486404058, 2678892.9532068395 225197.9245719857, 2678877.66911318 225216.1906148015, 2678856.900121131 225238.344773839, 2678826.9001743207 225271.1137428566, 2678802.438931668 225295.11369899943, 2678778.4389743563 225316.1136605524, 2678743.8980253735 225344.01977734925, 2678781.0669198064 225413.1646669073, 2678803.2132041613 225457.64883930978, 2678803.2200939376 225457.66065034992, 2678804.716154133 225460.66556623013, 2678833.474958926 225522.1565979403, 2678834.4861119147 225524.31276207478, 2678950.0459443876 225474.41062405182, 2679047.466045719 225426.11871889312, 2679211.5500754016 225132.68552473703, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679280.3242357555 224904.5927615367, 2679220.1061703004 224834.5374399595, 2679183.8162105395 224792.36166195926))"
255120,,044S190061,044S19,0061,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,281435,Dumpster License - Private Property,2004-03-05,2013-07-17,,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2678834.4861119147 225524.31276207478, 2678724.383946363 225590.94387272626, 2678704.4528799513 225589.48586958615, 2678638.823074755 225671.64287209502, 2678764.277893939 225944.4278171307, 2678787.4251605645 225996.06880085656, 2678800.500925381 225959.19878888526, 2678792.468131986 225939.78675013455, 2678785.2450484624 225917.04171217215, 2678780.352997511 225895.21465163006, 2678776.8201960335 225874.13070000184, 2678774.4960538223 225852.3426814388, 2678774.2139029605 225819.98676859165, 2678784.5970879514 225759.775919307, 2678799.6780986376 225717.35768902116, 2678804.0780253313 225708.67069693047, 2678808.6111538676 225700.0266837191, 2678832.211177968 225661.67570355872, 2678859.2429542686 225629.67674617103, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478))"
347135,,047S220033,047S22,0033,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,281435,Dumpster License - Private Property,2004-03-05,2013-07-17,,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679344.110224618 224357.00352649103, 2679343.465212798 224352.10852214784, 2679330.8310490195 224358.58751276924, 2679259.236032766 224393.899455148, 2679208.7771335333 224417.80262598052, 2679211.4651202033 224441.71957771125, 2679212.542217502 224460.01941355967, 2679214.695099814 224495.54264360009, 2679214.1570425676 224512.76538157387, 2679214.6950992905 224514.9185929146, 2679214.1570424926 224515.99437839002, 2679214.6950992146 224518.14758974002, 2679214.695098428 224548.28861153993, 2679213.3492989317 224599.95846595799, 2679211.4651158475 224605.34067407763, 2679209.851272708 224638.71069266583, 2679207.9670892125 224659.16439591057, 2679206.6212910046 224663.4685219979, 2679199.2230088296 224720.8096258648, 2679188.8601652835 224771.65270985576, 2679188.0530800777 224772.72849532188, 2679187.245010493 224779.18747316767, 2679183.8162105395 224792.36166195926, 2679183.80308722 224792.40857785047, 2679170.2912991843 224844.31268350623, 2679147.146981999 224916.16655607664, 2679127.2690638155 224962.9046603345, 2679108.725132872 225004.4147556878, 2679096.916098358 225030.10762247318, 2679048.718020195 225116.669801238, 2678997.2522316035 225193.99282330557, 2678970.7601524554 225228.0196642359, 2678999.2630527653 225268.86768852835, 2679056.4161628345 225349.33375243182, 2678880.105125006 225494.17567848082, 2678858.9739291174 225508.2327392144, 2678834.4861119147 225524.31276207478, 2678860.419134577 225579.35859540626, 2678874.7649084777 225609.3857726249, 2679059.4820991885 225462.6478528648, 2679226.0461114924 225161.90463261126, 2679331.1801136862 224963.01555793473, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679299.7730198847 224895.1016374573, 2679334.7601651615 224759.71769588545, 2679343.8871185803 224708.75847029622, 2679346.930092671 224685.94158239057, 2679355.2962220493 224584.02149057135, 2679357.578043797 224520.13249810642, 2679353.014078459 224414.41155979605, 2679347.690270171 224375.62160328537, 2679344.110224618 224357.00352649103))"
396371,,047S220011,047S22,0011,,,3101 S 61ST ST,#,B,19153-3588,884790012,HPA INVESTMENTS LLC,281435,Dumpster License - Private Property,2004-03-05,2013-07-17,,,Active,,,CENTURY MOTORS INC,Company,CARTEL DOUBLE DISCOUNT,"6110 W PASSYUNK AVE PHILADELPHIA, PA  19153 USA",2679102.8864851,225114.3666641,"POLYGON ((2679183.8162105395 224792.36166195926, 2679122.3212445066 224721.58455683352, 2679117.1499933004 224747.1376602888, 2679097.9771256945 224818.73070665915, 2679079.982078127 224865.04755189587, 2679054.9102712395 224928.92670124577, 2679028.8069702657 224986.72974602872, 2679002.67414208 225034.6397640131, 2678949.846150941 225122.03068136246, 2678916.5332175996 225169.0486404058, 2678892.9532068395 225197.9245719857, 2678877.66911318 225216.1906148015, 2678856.900121131 225238.344773839, 2678826.9001743207 225271.1137428566, 2678802.438931668 225295.11369899943, 2678778.4389743563 225316.1136605524, 2678743.8980253735 225344.01977734925, 2678781.0669198064 225413.1646669073, 2678803.2132041613 225457.64883930978, 2678803.2200939376 225457.66065034992, 2678804.716154133 225460.66556623013, 2678833.474958926 225522.1565979403, 2678834.4861119147 225524.31276207478, 2678950.0459443876 225474.41062405182, 2679047.466045719 225426.11871889312, 2679211.5500754016 225132.68552473703, 2679316.8773183627 224946.92372302595, 2679291.4423256023 224918.58059752508, 2679280.3242357555 224904.5927615367, 2679220.1061703004 224834.5374399595, 2679183.8162105395 224792.36166195926))"
257770,9300 JAMES ST,114N190163,114N19,0163,,,9300 JAMES ST,,,19114-4028,885923460,"WILLIAMS GLADYC C, WILLIAMS NANCY AND LEON",456490,Auto Wrecking / Junk Yard,2008-10-30,2021-05-06,2021-12-31,2022-03-01,Inactive,,,BAVW INC,Company,SEE SAW DAYCARE,"6217 FRANKFORD AVE PHILADELPHIA, PA  19136 USA",2740203.7835583,272447.8327372,"POLYGON ((2740306.0249911663 272612.26273001736, 2740343.494084986 272566.8146501803, 2740407.3289458454 272488.23474095244, 2740131.1739378623 272260.62457914517, 2739994.9169615586 272407.98356200894, 2740280.6989204786 272643.3138545216, 2740306.0249911663 272612.26273001736))"
257770,9300 JAMES ST,114N190163,114N19,0163,,,9300 JAMES ST,,,19114-4028,885923460,"WILLIAMS GLADYC C, WILLIAMS NANCY AND LEON",890094,Motor Vehicle Repair / Retail Mobile Dispensing,2022-03-18,2022-03-18,2023-03-17,,Active,,,HSC CONSTRUCTION INC,Company,HSC CONSTRUCTION,"13056 BUSTLETON AVE PHILADELPHIA, PA  19116 USA",2740203.7835583,272447.8327372,"POLYGON ((2740306.0249911663 272612.26273001736, 2740343.494084986 272566.8146501803, 2740407.3289458454 272488.23474095244, 2740131.1739378623 272260.62457914517, 2739994.9169615586 272407.98356200894, 2740280.6989204786 272643.3138545216, 2740306.0249911663 272612.26273001736))"
274608,390 W SEDGLEY AVE,045N170111,045N17,0111,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",882070,Hazardous Materials,2021-11-24,2021-11-24,2022-11-23,,Expired,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182))"
460668,390 W SEDGLEY AVE,044N070161,044N07,0161,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",882070,Hazardous Materials,2021-11-24,2021-11-24,2022-11-23,,Expired,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576))"
274608,390 W SEDGLEY AVE,045N170111,045N17,0111,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",882071,Motor Vehicle Repair / Retail Mobile Dispensing,2021-11-24,2021-11-24,2022-11-23,,Expired,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182))"
